LARGE DATASET AUDIT DUMP | ACCOUNT: 50200012345678 | BILL NO: INV-2026-0098
TRANSACTION ENTRY #0240 | REF: TXN-00003120 | AMOUNT: Rs. 24000.00 | STATUS: CLEARED
TRANSACTION ENTRY #0241 | REF: TXN-00003133 | AMOUNT: Rs. 24100.00 | STATUS: CLEARED
TRANSACTION ENTRY #0242 | REF: TXN-00003146 | AMOUNT: Rs. 24200.00 | STATUS: CLEARED
TRANSACTION ENTRY #0243 | REF: TXN-00003159 | AMOUNT: Rs. 24300.00 | STATUS: CLEARED
TRANSACTION ENTRY #0244 | REF: TXN-00003172 | AMOUNT: Rs. 24400.00 | STATUS: CLEARED
TRANSACTION ENTRY #0245 | REF: TXN-00003185 | AMOUNT: Rs. 24500.00 | STATUS: CLEARED
TRANSACTION ENTRY #0246 | REF: TXN-00003198 | AMOUNT: Rs. 24600.00 | STATUS: CLEARED
TRANSACTION ENTRY #0247 | REF: TXN-00003211 | AMOUNT: Rs. 24700.00 | STATUS: CLEARED
TRANSACTION ENTRY #0248 | REF: TXN-00003224 | AMOUNT: Rs. 24800.00 | STATUS: CLEARED
TRANSACTION ENTRY #0249 | REF: TXN-00003237 | AMOUNT: Rs. 24900.00 | STATUS: CLEARED
TRANSACTION ENTRY #0250 | REF: TXN-00003250 | AMOUNT: Rs. 25000.00 | STATUS: CLEARED
TRANSACTION ENTRY #0251 | REF: TXN-00003263 | AMOUNT: Rs. 25100.00 | STATUS: CLEARED
TRANSACTION ENTRY #0252 | REF: TXN-00003276 | AMOUNT: Rs. 25200.00 | STATUS: CLEARED
TRANSACTION ENTRY #0253 | REF: TXN-00003289 | AMOUNT: Rs. 25300.00 | STATUS: CLEARED
TRANSACTION ENTRY #0254 | REF: TXN-00003302 | AMOUNT: Rs. 25400.00 | STATUS: CLEARED
TRANSACTION ENTRY #0255 | REF: TXN-00003315 | AMOUNT: Rs. 25500.00 | STATUS: CLEARED
TRANSACTION ENTRY #0256 | REF: TXN-00003328 | AMOUNT: Rs. 25600.00 | STATUS: CLEARED
TRANSACTION ENTRY #0257 | REF: TXN-00003341 | AMOUNT: Rs. 25700.00 | STATUS: CLEARED
TRANSACTION ENTRY #0258 | REF: TXN-00003354 | AMOUNT: Rs. 25800.00 | STATUS: CLEARED
TRANSACTION ENTRY #0259 | REF: TXN-00003367 | AMOUNT: Rs. 25900.00 | STATUS: CLEARED
TRANSACTION ENTRY #0260 | REF: TXN-00003380 | AMOUNT: Rs. 26000.00 | STATUS: CLEARED
TRANSACTION ENTRY #0261 | REF: TXN-00003393 | AMOUNT: Rs. 26100.00 | STATUS: CLEARED
TRANSACTION ENTRY #0262 | REF: TXN-00003406 | AMOUNT: Rs. 26200.00 | STATUS: CLEARED
TRANSACTION ENTRY #0263 | REF: TXN-00003419 | AMOUNT: Rs. 26300.00 | STATUS: CLEARED
TRANSACTION ENTRY #0264 | REF: TXN-00003432 | AMOUNT: Rs. 26400.00 | STATUS: CLEARED
TRANSACTION ENTRY #0265 | REF: TXN-00003445 | AMOUNT: Rs. 26500.00 | STATUS: CLEARED
TRANSACTION ENTRY #0266 | REF: TXN-00003458 | AMOUNT: Rs. 26600.00 | STATUS: CLEARED
TRANSACTION ENTRY #0267 | REF: TXN-00003471 | AMOUNT: Rs. 26700.00 | STATUS: CLEARED
TRANSACTION ENTRY #0268 | REF: TXN-00003484 | AMOUNT: Rs. 26800.00 | STATUS: CLEARED
TRANSACTION ENTRY #0269 | REF: TXN-00003497 | AMOUNT: Rs. 26900.00 | STATUS: CLEARED
TRANSACTION ENTRY #0270 | REF: TXN-00003510 | AMOUNT: Rs. 27000.00 | STATUS: CLEARED
TRANSACTION ENTRY #0271 | REF: TXN-00003523 | AMOUNT: Rs. 27100.00 | STATUS: CLEARED
TRANSACTION ENTRY #0272 | REF: TXN-00003536 | AMOUNT: Rs. 27200.00 | STATUS: CLEARED
TRANSACTION ENTRY #0273 | REF: TXN-00003549 | AMOUNT: Rs. 27300.00 | STATUS: CLEARED
TRANSACTION ENTRY #0274 | REF: TXN-00003562 | AMOUNT: Rs. 27400.00 | STATUS: CLEARED
TRANSACTION ENTRY #0275 | REF: TXN-00003575 | AMOUNT: Rs. 27500.00 | STATUS: CLEARED
TRANSACTION ENTRY #0276 | REF: TXN-00003588 | AMOUNT: Rs. 27600.00 | STATUS: CLEARED
TRANSACTION ENTRY #0277 | REF: TXN-00003601 | AMOUNT: Rs. 27700.00 | STATUS: CLEARED
TRANSACTION ENTRY #0278 | REF: TXN-00003614 | AMOUNT: Rs. 27800.00 | STATUS: CLEARED
TRANSACTION ENTRY #0279 | REF: TXN-00003627 | AMOUNT: Rs. 27900.00 | STATUS: CLEARED
TRANSACTION ENTRY #0280 | REF: TXN-00003640 | AMOUNT: Rs. 28000.00 | STATUS: CLEARED
TRANSACTION ENTRY #0281 | REF: TXN-00003653 | AMOUNT: Rs. 28100.00 | STATUS: CLEARED
TRANSACTION ENTRY #0282 | REF: TXN-00003666 | AMOUNT: Rs. 28200.00 | STATUS: CLEARED
TRANSACTION ENTRY #0283 | REF: TXN-00003679 | AMOUNT: Rs. 28300.00 | STATUS: CLEARED
TRANSACTION ENTRY #0284 | REF: TXN-00003692 | AMOUNT: Rs. 28400.00 | STATUS: CLEARED
TRANSACTION ENTRY #0285 | REF: TXN-00003705 | AMOUNT: Rs. 28500.00 | STATUS: CLEARED
TRANSACTION ENTRY #0286 | REF: TXN-00003718 | AMOUNT: Rs. 28600.00 | STATUS: CLEARED
TRANSACTION ENTRY #0287 | REF: TXN-00003731 | AMOUNT: Rs. 28700.00 | STATUS: CLEARED
TRANSACTION ENTRY #0288 | REF: TXN-00003744 | AMOUNT: Rs. 28800.00 | STATUS: CLEARED
TRANSACTION ENTRY #0289 | REF: TXN-00003757 | AMOUNT: Rs. 28900.00 | STATUS: CLEARED
TRANSACTION ENTRY #0290 | REF: TXN-00003770 | AMOUNT: Rs. 29000.00 | STATUS: CLEARED
TRANSACTION ENTRY #0291 | REF: TXN-00003783 | AMOUNT: Rs. 29100.00 | STATUS: CLEARED
TRANSACTION ENTRY #0292 | REF: TXN-00003796 | AMOUNT: Rs. 29200.00 | STATUS: CLEARED
TRANSACTION ENTRY #0293 | REF: TXN-00003809 | AMOUNT: Rs. 29300.00 | STATUS: CLEARED
TRANSACTION ENTRY #0294 | REF: TXN-00003822 | AMOUNT: Rs. 29400.00 | STATUS: CLEARED
TRANSACTION ENTRY #0295 | REF: TXN-00003835 | AMOUNT: Rs. 29500.00 | STATUS: CLEARED
TRANSACTION ENTRY #0296 | REF: TXN-00003848 | AMOUNT: Rs. 29600.00 | STATUS: CLEARED
TRANSACTION ENTRY #0297 | REF: TXN-00003861 | AMOUNT: Rs. 29700.00 | STATUS: CLEARED
TRANSACTION ENTRY #0298 | REF: TXN-00003874 | AMOUNT: Rs. 29800.00 | STATUS: CLEARED
TRANSACTION ENTRY #0299 | REF: TXN-00003887 | AMOUNT: Rs. 29900.00 | STATUS: CLEARED
TRANSACTION ENTRY #0300 | REF: TXN-00003900 | AMOUNT: Rs. 30000.00 | STATUS: CLEARED
TRANSACTION ENTRY #0301 | REF: TXN-00003913 | AMOUNT: Rs. 30100.00 | STATUS: CLEARED
TRANSACTION ENTRY #0302 | REF: TXN-00003926 | AMOUNT: Rs. 30200.00 | STATUS: CLEARED
TRANSACTION ENTRY #0303 | REF: TXN-00003939 | AMOUNT: Rs. 30300.00 | STATUS: CLEARED
TRANSACTION ENTRY #0304 | REF: TXN-00003952 | AMOUNT: Rs. 30400.00 | STATUS: CLEARED
TRANSACTION ENTRY #0305 | REF: TXN-00003965 | AMOUNT: Rs. 30500.00 | STATUS: CLEARED
TRANSACTION ENTRY #0306 | REF: TXN-00003978 | AMOUNT: Rs. 30600.00 | STATUS: CLEARED
TRANSACTION ENTRY #0307 | REF: TXN-00003991 | AMOUNT: Rs. 30700.00 | STATUS: CLEARED
TRANSACTION ENTRY #0308 | REF: TXN-00004004 | AMOUNT: Rs. 30800.00 | STATUS: CLEARED
TRANSACTION ENTRY #0309 | REF: TXN-00004017 | AMOUNT: Rs. 30900.00 | STATUS: CLEARED
TRANSACTION ENTRY #0310 | REF: TXN-00004030 | AMOUNT: Rs. 31000.00 | STATUS: CLEARED
TRANSACTION ENTRY #0311 | REF: TXN-00004043 | AMOUNT: Rs. 31100.00 | STATUS: CLEARED
TRANSACTION ENTRY #0312 | REF: TXN-00004056 | AMOUNT: Rs. 31200.00 | STATUS: CLEARED
TRANSACTION ENTRY #0313 | REF: TXN-00004069 | AMOUNT: Rs. 31300.00 | STATUS: CLEARED
TRANSACTION ENTRY #0314 | REF: TXN-00004082 | AMOUNT: Rs. 31400.00 | STATUS: CLEARED
TRANSACTION ENTRY #0315 | REF: TXN-00004095 | AMOUNT: Rs. 31500.00 | STATUS: CLEARED
TRANSACTION ENTRY #0316 | REF: TXN-00004108 | AMOUNT: Rs. 31600.00 | STATUS: CLEARED
TRANSACTION ENTRY #0317 | REF: TXN-00004121 | AMOUNT: Rs. 31700.00 | STATUS: CLEARED
TRANSACTION ENTRY #0318 | REF: TXN-00004134 | AMOUNT: Rs. 31800.00 | STATUS: CLEARED
TRANSACTION ENTRY #0319 | REF: TXN-00004147 | AMOUNT: Rs. 31900.00 | STATUS: CLEARED
TRANSACTION ENTRY #0320 | REF: TXN-00004160 | AMOUNT: Rs. 32000.00 | STATUS: CLEARED
TRANSACTION ENTRY #0321 | REF: TXN-00004173 | AMOUNT: Rs. 32100.00 | STATUS: CLEARED
TRANSACTION ENTRY #0322 | REF: TXN-00004186 | AMOUNT: Rs. 32200.00 | STATUS: CLEARED
TRANSACTION ENTRY #0323 | REF: TXN-00004199 | AMOUNT: Rs. 32300.00 | STATUS: CLEARED
TRANSACTION ENTRY #0324 | REF: TXN-00004212 | AMOUNT: Rs. 32400.00 | STATUS: CLEARED
TRANSACTION ENTRY #0325 | REF: TXN-00004225 | AMOUNT: Rs. 32500.00 | STATUS: CLEARED
TRANSACTION ENTRY #0326 | REF: TXN-00004238 | AMOUNT: Rs. 32600.00 | STATUS: CLEARED
TRANSACTION ENTRY #0327 | REF: TXN-00004251 | AMOUNT: Rs. 32700.00 | STATUS: CLEARED
TRANSACTION ENTRY #0328 | REF: TXN-00004264 | AMOUNT: Rs. 32800.00 | STATUS: CLEARED
TRANSACTION ENTRY #0329 | REF: TXN-00004277 | AMOUNT: Rs. 32900.00 | STATUS: CLEARED
TRANSACTION ENTRY #0330 | REF: TXN-00004290 | AMOUNT: Rs. 33000.00 | STATUS: CLEARED
TRANSACTION ENTRY #0331 | REF: TXN-00004303 | AMOUNT: Rs. 33100.00 | STATUS: CLEARED
TRANSACTION ENTRY #0332 | REF: TXN-00004316 | AMOUNT: Rs. 33200.00 | STATUS: CLEARED
TRANSACTION ENTRY #0333 | REF: TXN-00004329 | AMOUNT: Rs. 33300.00 | STATUS: CLEARED
TRANSACTION ENTRY #0334 | REF: TXN-00004342 | AMOUNT: Rs. 33400.00 | STATUS: CLEARED
TRANSACTION ENTRY #0335 | REF: TXN-00004355 | AMOUNT: Rs. 33500.00 | STATUS: CLEARED
TRANSACTION ENTRY #0336 | REF: TXN-00004368 | AMOUNT: Rs. 33600.00 | STATUS: CLEARED
TRANSACTION ENTRY #0337 | REF: TXN-00004381 | AMOUNT: Rs. 33700.00 | STATUS: CLEARED
TRANSACTION ENTRY #0338 | REF: TXN-00004394 | AMOUNT: Rs. 33800.00 | STATUS: CLEARED
TRANSACTION ENTRY #0339 | REF: TXN-00004407 | AMOUNT: Rs. 33900.00 | STATUS: CLEARED
TRANSACTION ENTRY #0340 | REF: TXN-00004420 | AMOUNT: Rs. 34000.00 | STATUS: CLEARED
TRANSACTION ENTRY #0341 | REF: TXN-00004433 | AMOUNT: Rs. 34100.00 | STATUS: CLEARED
TRANSACTION ENTRY #0342 | REF: TXN-00004446 | AMOUNT: Rs. 34200.00 | STATUS: CLEARED
TRANSACTION ENTRY #0343 | REF: TXN-00004459 | AMOUNT: Rs. 34300.00 | STATUS: CLEARED
TRANSACTION ENTRY #0344 | REF: TXN-00004472 | AMOUNT: Rs. 34400.00 | STATUS: CLEARED
TRANSACTION ENTRY #0345 | REF: TXN-00004485 | AMOUNT: Rs. 34500.00 | STATUS: CLEARED
TRANSACTION ENTRY #0346 | REF: TXN-00004498 | AMOUNT: Rs. 34600.00 | STATUS: CLEARED
TRANSACTION ENTRY #0347 | REF: TXN-00004511 | AMOUNT: Rs. 34700.00 | STATUS: CLEARED
TRANSACTION ENTRY #0348 | REF: TXN-00004524 | AMOUNT: Rs. 34800.00 | STATUS: CLEARED
TRANSACTION ENTRY #0349 | REF: TXN-00004537 | AMOUNT: Rs. 34900.00 | STATUS: CLEARED
TRANSACTION ENTRY #0350 | REF: TXN-00004550 | AMOUNT: Rs. 35000.00 | STATUS: CLEARED
TRANSACTION ENTRY #0351 | REF: TXN-00004563 | AMOUNT: Rs. 35100.00 | STATUS: CLEARED
TRANSACTION ENTRY #0352 | REF: TXN-00004576 | AMOUNT: Rs. 35200.00 | STATUS: CLEARED
TRANSACTION ENTRY #0353 | REF: TXN-00004589 | AMOUNT: Rs. 35300.00 | STATUS: CLEARED
TRANSACTION ENTRY #0354 | REF: TXN-00004602 | AMOUNT: Rs. 35400.00 | STATUS: CLEARED
TRANSACTION ENTRY #0355 | REF: TXN-00004615 | AMOUNT: Rs. 35500.00 | STATUS: CLEARED
TRANSACTION ENTRY #0356 | REF: TXN-00004628 | AMOUNT: Rs. 35600.00 | STATUS: CLEARED
TRANSACTION ENTRY #0357 | REF: TXN-00004641 | AMOUNT: Rs. 35700.00 | STATUS: CLEARED
TRANSACTION ENTRY #0358 | REF: TXN-00004654 | AMOUNT: Rs. 35800.00 | STATUS: CLEARED
TRANSACTION ENTRY #0359 | REF: TXN-00004667 | AMOUNT: Rs. 35900.00 | STATUS: CLEARED
TRANSACTION ENTRY #0360 | REF: TXN-00004680 | AMOUNT: Rs. 36000.00 | STATUS: CLEARED
TRANSACTION ENTRY #0361 | REF: TXN-00004693 | AMOUNT: Rs. 36100.00 | STATUS: CLEARED
TRANSACTION ENTRY #0362 | REF: TXN-00004706 | AMOUNT: Rs. 36200.00 | STATUS: CLEARED
TRANSACTION ENTRY #0363 | REF: TXN-00004719 | AMOUNT: Rs. 36300.00 | STATUS: CLEARED
TRANSACTION ENTRY #0364 | REF: TXN-00004732 | AMOUNT: Rs. 36400.00 | STATUS: CLEARED
TRANSACTION ENTRY #0365 | REF: TXN-00004745 | AMOUNT: Rs. 36500.00 | STATUS: CLEARED
TRANSACTION ENTRY #0366 | REF: TXN-00004758 | AMOUNT: Rs. 36600.00 | STATUS: CLEARED
TRANSACTION ENTRY #0367 | REF: TXN-00004771 | AMOUNT: Rs. 36700.00 | STATUS: CLEARED
TRANSACTION ENTRY #0368 | REF: TXN-00004784 | AMOUNT: Rs. 36800.00 | STATUS: CLEARED
TRANSACTION ENTRY #0369 | REF: TXN-00004797 | AMOUNT: Rs. 36900.00 | STATUS: CLEARED
TRANSACTION ENTRY #0370 | REF: TXN-00004810 | AMOUNT: Rs. 37000.00 | STATUS: CLEARED
TRANSACTION ENTRY #0371 | REF: TXN-00004823 | AMOUNT: Rs. 37100.00 | STATUS: CLEARED
TRANSACTION ENTRY #0372 | REF: TXN-00004836 | AMOUNT: Rs. 37200.00 | STATUS: CLEARED
TRANSACTION ENTRY #0373 | REF: TXN-00004849 | AMOUNT: Rs. 37300.00 | STATUS: CLEARED
TRANSACTION ENTRY #0374 | REF: TXN-00004862 | AMOUNT: Rs. 37400.00 | STATUS: CLEARED
TRANSACTION ENTRY #0375 | REF: TXN-00004875 | AMOUNT: Rs. 37500.00 | STATUS: CLEARED
TRANSACTION ENTRY #0376 | REF: TXN-00004888 | AMOUNT: Rs. 37600.00 | STATUS: CLEARED
TRANSACTION ENTRY #0377 | REF: TXN-00004901 | AMOUNT: Rs. 37700.00 | STATUS: CLEARED
TRANSACTION ENTRY #0378 | REF: TXN-00004914 | AMOUNT: Rs. 37800.00 | STATUS: CLEARED
TRANSACTION ENTRY #0379 | REF: TXN-00004927 | AMOUNT: Rs. 37900.00 | STATUS: CLEARED
TRANSACTION ENTRY #0380 | REF: TXN-00004940 | AMOUNT: Rs. 38000.00 | STATUS: CLEARED
TRANSACTION ENTRY #0381 | REF: TXN-00004953 | AMOUNT: Rs. 38100.00 | STATUS: CLEARED
TRANSACTION ENTRY #0382 | REF: TXN-00004966 | AMOUNT: Rs. 38200.00 | STATUS: CLEARED
TRANSACTION ENTRY #0383 | REF: TXN-00004979 | AMOUNT: Rs. 38300.00 | STATUS: CLEARED
TRANSACTION ENTRY #0384 | REF: TXN-00004992 | AMOUNT: Rs. 38400.00 | STATUS: CLEARED
TRANSACTION ENTRY #0385 | REF: TXN-00005005 | AMOUNT: Rs. 38500.00 | STATUS: CLEARED
TRANSACTION ENTRY #0386 | REF: TXN-00005018 | AMOUNT: Rs. 38600.00 | STATUS: CLEARED
TRANSACTION ENTRY #0387 | REF: TXN-00005031 | AMOUNT: Rs. 38700.00 | STATUS: CLEARED
TRANSACTION ENTRY #0388 | REF: TXN-00005044 | AMOUNT: Rs. 38800.00 | STATUS: CLEARED
TRANSACTION ENTRY #0389 | REF: TXN-00005057 | AMOUNT: Rs. 38900.00 | STATUS: CLEARED
TRANSACTION ENTRY #0390 | REF: TXN-00005070 | AMOUNT: Rs. 39000.00 | STATUS: CLEARED
TRANSACTION ENTRY #0391 | REF: TXN-00005083 | AMOUNT: Rs. 39100.00 | STATUS: CLEARED
TRANSACTION ENTRY #0392 | REF: TXN-00005096 | AMOUNT: Rs. 39200.00 | STATUS: CLEARED
TRANSACTION ENTRY #0393 | REF: TXN-00005109 | AMOUNT: Rs. 39300.00 | STATUS: CLEARED
TRANSACTION ENTRY #0394 | REF: TXN-00005122 | AMOUNT: Rs. 39400.00 | STATUS: CLEARED
TRANSACTION ENTRY #0395 | REF: TXN-00005135 | AMOUNT: Rs. 39500.00 | STATUS: CLEARED
TRANSACTION ENTRY #0396 | REF: TXN-00005148 | AMOUNT: Rs. 39600.00 | STATUS: CLEARED
TRANSACTION ENTRY #0397 | REF: TXN-00005161 | AMOUNT: Rs. 39700.00 | STATUS: CLEARED
TRANSACTION ENTRY #0398 | REF: TXN-00005174 | AMOUNT: Rs. 39800.00 | STATUS: CLEARED
TRANSACTION ENTRY #0399 | REF: TXN-00005187 | AMOUNT: Rs. 39900.00 | STATUS: CLEARED
TRANSACTION ENTRY #0400 | REF: TXN-00005200 | AMOUNT: Rs. 40000.00 | STATUS: CLEARED
TRANSACTION ENTRY #0401 | REF: TXN-00005213 | AMOUNT: Rs. 40100.00 | STATUS: CLEARED
TRANSACTION ENTRY #0402 | REF: TXN-00005226 | AMOUNT: Rs. 40200.00 | STATUS: CLEARED
TRANSACTION ENTRY #0403 | REF: TXN-00005239 | AMOUNT: Rs. 40300.00 | STATUS: CLEARED
TRANSACTION ENTRY #0404 | REF: TXN-00005252 | AMOUNT: Rs. 40400.00 | STATUS: CLEARED
TRANSACTION ENTRY #0405 | REF: TXN-00005265 | AMOUNT: Rs. 40500.00 | STATUS: CLEARED
TRANSACTION ENTRY #0406 | REF: TXN-00005278 | AMOUNT: Rs. 40600.00 | STATUS: CLEARED
TRANSACTION ENTRY #0407 | REF: TXN-00005291 | AMOUNT: Rs. 40700.00 | STATUS: CLEARED
TRANSACTION ENTRY #0408 | REF: TXN-00005304 | AMOUNT: Rs. 40800.00 | STATUS: CLEARED
TRANSACTION ENTRY #0409 | REF: TXN-00005317 | AMOUNT: Rs. 40900.00 | STATUS: CLEARED
TRANSACTION ENTRY #0410 | REF: TXN-00005330 | AMOUNT: Rs. 41000.00 | STATUS: CLEARED
TRANSACTION ENTRY #0411 | REF: TXN-00005343 | AMOUNT: Rs. 41100.00 | STATUS: CLEARED
TRANSACTION ENTRY #0412 | REF: TXN-00005356 | AMOUNT: Rs. 41200.00 | STATUS: CLEARED
TRANSACTION ENTRY #0413 | REF: TXN-00005369 | AMOUNT: Rs. 41300.00 | STATUS: CLEARED
TRANSACTION ENTRY #0414 | REF: TXN-00005382 | AMOUNT: Rs. 41400.00 | STATUS: CLEARED
TRANSACTION ENTRY #0415 | REF: TXN-00005395 | AMOUNT: Rs. 41500.00 | STATUS: CLEARED
TRANSACTION ENTRY #0416 | REF: TXN-00005408 | AMOUNT: Rs. 41600.00 | STATUS: CLEARED
TRANSACTION ENTRY #0417 | REF: TXN-00005421 | AMOUNT: Rs. 41700.00 | STATUS: CLEARED
TRANSACTION ENTRY #0418 | REF: TXN-00005434 | AMOUNT: Rs. 41800.00 | STATUS: CLEARED
TRANSACTION ENTRY #0419 | REF: TXN-00005447 | AMOUNT: Rs. 41900.00 | STATUS: CLEARED
TRANSACTION ENTRY #0420 | REF: TXN-00005460 | AMOUNT: Rs. 42000.00 | STATUS: CLEARED
TRANSACTION ENTRY #0421 | REF: TXN-00005473 | AMOUNT: Rs. 42100.00 | STATUS: CLEARED
TRANSACTION ENTRY #0422 | REF: TXN-00005486 | AMOUNT: Rs. 42200.00 | STATUS: CLEARED
TRANSACTION ENTRY #0423 | REF: TXN-00005499 | AMOUNT: Rs. 42300.00 | STATUS: CLEARED
TRANSACTION ENTRY #0424 | REF: TXN-00005512 | AMOUNT: Rs. 42400.00 | STATUS: CLEARED
TRANSACTION ENTRY #0425 | REF: TXN-00005525 | AMOUNT: Rs. 42500.00 | STATUS: CLEARED
TRANSACTION ENTRY #0426 | REF: TXN-00005538 | AMOUNT: Rs. 42600.00 | STATUS: CLEARED
TRANSACTION ENTRY #0427 | REF: TXN-00005551 | AMOUNT: Rs. 42700.00 | STATUS: CLEARED
TRANSACTION ENTRY #0428 | REF: TXN-00005564 | AMOUNT: Rs. 42800.00 | STATUS: CLEARED
TRANSACTION ENTRY #0429 | REF: TXN-00005577 | AMOUNT: Rs. 42900.00 | STATUS: CLEARED
TRANSACTION ENTRY #0430 | REF: TXN-00005590 | AMOUNT: Rs. 43000.00 | STATUS: CLEARED
TRANSACTION ENTRY #0431 | REF: TXN-00005603 | AMOUNT: Rs. 43100.00 | STATUS: CLEARED
TRANSACTION ENTRY #0432 | REF: TXN-00005616 | AMOUNT: Rs. 43200.00 | STATUS: CLEARED
TRANSACTION ENTRY #0433 | REF: TXN-00005629 | AMOUNT: Rs. 43300.00 | STATUS: CLEARED
TRANSACTION ENTRY #0434 | REF: TXN-00005642 | AMOUNT: Rs. 43400.00 | STATUS: CLEARED
TRANSACTION ENTRY #0435 | REF: TXN-00005655 | AMOUNT: Rs. 43500.00 | STATUS: CLEARED
TRANSACTION ENTRY #0436 | REF: TXN-00005668 | AMOUNT: Rs. 43600.00 | STATUS: CLEARED
TRANSACTION ENTRY #0437 | REF: TXN-00005681 | AMOUNT: Rs. 43700.00 | STATUS: CLEARED
TRANSACTION ENTRY #0438 | REF: TXN-00005694 | AMOUNT: Rs. 43800.00 | STATUS: CLEARED
TRANSACTION ENTRY #0439 | REF: TXN-00005707 | AMOUNT: Rs. 43900.00 | STATUS: CLEARED
TRANSACTION ENTRY #0440 | REF: TXN-00005720 | AMOUNT: Rs. 44000.00 | STATUS: CLEARED
TRANSACTION ENTRY #0441 | REF: TXN-00005733 | AMOUNT: Rs. 44100.00 | STATUS: CLEARED
TRANSACTION ENTRY #0442 | REF: TXN-00005746 | AMOUNT: Rs. 44200.00 | STATUS: CLEARED
TRANSACTION ENTRY #0443 | REF: TXN-00005759 | AMOUNT: Rs. 44300.00 | STATUS: CLEARED
TRANSACTION ENTRY #0444 | REF: TXN-00005772 | AMOUNT: Rs. 44400.00 | STATUS: CLEARED
TRANSACTION ENTRY #0445 | REF: TXN-00005785 | AMOUNT: Rs. 44500.00 | STATUS: CLEARED
TRANSACTION ENTRY #0446 | REF: TXN-00005798 | AMOUNT: Rs. 44600.00 | STATUS: CLEARED
TRANSACTION ENTRY #0447 | REF: TXN-00005811 | AMOUNT: Rs. 44700.00 | STATUS: CLEARED
TRANSACTION ENTRY #0448 | REF: TXN-00005824 | AMOUNT: Rs. 44800.00 | STATUS: CLEARED
TRANSACTION ENTRY #0449 | REF: TXN-00005837 | AMOUNT: Rs. 44900.00 | STATUS: CLEARED
TRANSACTION ENTRY #0450 | REF: TXN-00005850 | AMOUNT: Rs. 45000.00 | STATUS: CLEARED
TRANSACTION ENTRY #0451 | REF: TXN-00005863 | AMOUNT: Rs. 45100.00 | STATUS: CLEARED
TRANSACTION ENTRY #0452 | REF: TXN-00005876 | AMOUNT: Rs. 45200.00 | STATUS: CLEARED
TRANSACTION ENTRY #0453 | REF: TXN-00005889 | AMOUNT: Rs. 45300.00 | STATUS: CLEARED
TRANSACTION ENTRY #0454 | REF: TXN-00005902 | AMOUNT: Rs. 45400.00 | STATUS: CLEARED
TRANSACTION ENTRY #0455 | REF: TXN-00005915 | AMOUNT: Rs. 45500.00 | STATUS: CLEARED
TRANSACTION ENTRY #0456 | REF: TXN-00005928 | AMOUNT: Rs. 45600.00 | STATUS: CLEARED
TRANSACTION ENTRY #0457 | REF: TXN-00005941 | AMOUNT: Rs. 45700.00 | STATUS: CLEARED
TRANSACTION ENTRY #0458 | REF: TXN-00005954 | AMOUNT: Rs. 45800.00 | STATUS: CLEARED
TRANSACTION ENTRY #0459 | REF: TXN-00005967 | AMOUNT: Rs. 45900.00 | STATUS: CLEARED
TRANSACTION ENTRY #0460 | REF: TXN-00005980 | AMOUNT: Rs. 46000.00 | STATUS: CLEARED
TRANSACTION ENTRY #0461 | REF: TXN-00005993 | AMOUNT: Rs. 46100.00 | STATUS: CLEARED
TRANSACTION ENTRY #0462 | REF: TXN-00006006 | AMOUNT: Rs. 46200.00 | STATUS: CLEARED
TRANSACTION ENTRY #0463 | REF: TXN-00006019 | AMOUNT: Rs. 46300.00 | STATUS: CLEARED
TRANSACTION ENTRY #0464 | REF: TXN-00006032 | AMOUNT: Rs. 46400.00 | STATUS: CLEARED
TRANSACTION ENTRY #0465 | REF: TXN-00006045 | AMOUNT: Rs. 46500.00 | STATUS: CLEARED
TRANSACTION ENTRY #0466 | REF: TXN-00006058 | AMOUNT: Rs. 46600.00 | STATUS: CLEARED
TRANSACTION ENTRY #0467 | REF: TXN-00006071 | AMOUNT: Rs. 46700.00 | STATUS: CLEARED
TRANSACTION ENTRY #0468 | REF: TXN-00006084 | AMOUNT: Rs. 46800.00 | STATUS: CLEARED
TRANSACTION ENTRY #0469 | REF: TXN-00006097 | AMOUNT: Rs. 46900.00 | STATUS: CLEARED
TRANSACTION ENTRY #0470 | REF: TXN-00006110 | AMOUNT: Rs. 47000.00 | STATUS: CLEARED
TRANSACTION ENTRY #0471 | REF: TXN-00006123 | AMOUNT: Rs. 47100.00 | STATUS: CLEARED
TRANSACTION ENTRY #0472 | REF: TXN-00006136 | AMOUNT: Rs. 47200.00 | STATUS: CLEARED
TRANSACTION ENTRY #0473 | REF: TXN-00006149 | AMOUNT: Rs. 47300.00 | STATUS: CLEARED
TRANSACTION ENTRY #0474 | REF: TXN-00006162 | AMOUNT: Rs. 47400.00 | STATUS: CLEARED
TRANSACTION ENTRY #0475 | REF: TXN-00006175 | AMOUNT: Rs. 47500.00 | STATUS: CLEARED
TRANSACTION ENTRY #0476 | REF: TXN-00006188 | AMOUNT: Rs. 47600.00 | STATUS: CLEARED
TRANSACTION ENTRY #0477 | REF: TXN-00006201 | AMOUNT: Rs. 47700.00 | STATUS: CLEARED
TRANSACTION ENTRY #0478 | REF: TXN-00006214 | AMOUNT: Rs. 47800.00 | STATUS: CLEARED
TRANSACTION ENTRY #0479 | REF: TXN-00006227 | AMOUNT: Rs. 47900.00 | STATUS: CLEARED
